"Entity","Code","Day","retail_and_recreation","grocery_and_pharmacy","residential","transit_stations","parks","workplaces"
"United States","USA","2020-02-17",6.333,1,1,-1.333,19.667,-7.333
"United States","USA","2020-02-18",4.75,0.5,1,-0.75,16.25,-5.5
"United States","USA","2020-02-19",4.2,0.4,0.8,-0.4,14.6,-4.2
"United States","USA","2020-02-20",3.667,0.333,0.833,-0.333,12.833,-3.5
"United States","USA","2020-02-21",3.429,0,0.714,-0.143,11.571,-3
"United States","USA","2020-02-22",3.571,0.143,0.714,0.143,12.714,-2.714
"United States","USA","2020-02-23",3.571,0.429,0.714,0.571,13.714,-2.429
"United States","USA","2020-02-24",3,0.571,0,2,11,1.429
"United States","USA","2020-02-25",3.571,0.857,-0.143,2.143,11.429,1.714
"United States","USA","2020-02-26",4.286,1.143,-0.286,2.429,11,1.857
"United States","USA","2020-02-27",5.286,1.571,-0.429,3,12.143,2.143
"United States","USA","2020-02-28",6.143,2.286,-0.571,3.571,13,2.429
"United States","USA","2020-02-29",6.857,2.857,-0.714,3.857,12.714,2.429
"United States","USA","2020-03-01",7.714,3.714,-0.714,4.143,12,2.571
"United States","USA","2020-03-02",8.429,4.429,-0.857,4.286,12.143,2.571
"United States","USA","2020-03-03",9.429,5.714,-1,4.429,13.714,2.571
"United States","USA","2020-03-04",9.571,6.286,-1,4.286,15.429,2.714
"United States","USA","2020-03-05",9.571,6.857,-1.143,4,16.714,2.857
"United States","USA","2020-03-06",9.143,6.857,-1.143,3.571,17,2.857
"United States","USA","2020-03-07",8.857,7,-1,3.571,18.143,3
"United States","USA","2020-03-08",8.429,6.714,-1,3.286,21.286,2.857
"United States","USA","2020-03-09",8.286,6.714,-0.857,2.857,24.286,2.429
"United States","USA","2020-03-10",7.571,6.286,-0.571,2,24,1.857
"United States","USA","2020-03-11",7.571,6.857,-0.429,1.429,25.286,1.286
"United States","USA","2020-03-12",7.286,9.143,-0.143,0.286,25,0.429
"United States","USA","2020-03-13",6.857,12.429,0.429,-1.429,23.857,-0.857
"United States","USA","2020-03-14",4.571,13.857,1,-3.857,20.143,-1.714
"United States","USA","2020-03-15",1.857,14.571,1.571,-6.429,15.143,-3
"United States","USA","2020-03-16",-0.143,16.714,2.714,-9.429,10.571,-5.857
"United States","USA","2020-03-17",-3.571,17.714,4.143,-12.714,9.143,-9.429
"United States","USA","2020-03-18",-8.143,17.429,6,-16.714,6.286,-13.714
"United States","USA","2020-03-19",-13,15.143,8,-21,3.857,-18
"United States","USA","2020-03-20",-17.857,12.143,9.857,-24.857,3,-22.143
"United States","USA","2020-03-21",-22.714,9.286,11.143,-28.571,2.143,-25.429
"United States","USA","2020-03-22",-27.714,5.714,12.286,-33,-0.286,-28.857
"United States","USA","2020-03-23",-32,1.286,13.571,-36.571,-3.429,-31.857
"United States","USA","2020-03-24",-35,-2.429,14.714,-39.429,-6,-34.429
"United States","USA","2020-03-25",-37.286,-5.714,15.571,-41.857,-7.857,-36.571
"United States","USA","2020-03-26",-39,-8.714,16.286,-43.571,-7.714,-38.571
"United States","USA","2020-03-27",-40.429,-11.714,17,-45.286,-8.429,-40
"United States","USA","2020-03-28",-41.571,-14.143,17.429,-47.143,-11.571,-41.429
"United States","USA","2020-03-29",-42,-15.429,17.571,-48.143,-12.571,-42.429
"United States","USA","2020-03-30",-42.286,-16.571,17.857,-48.571,-11.429,-43.429
"United States","USA","2020-03-31",-42.429,-17.143,18,-49,-12.286,-44
"United States","USA","2020-04-01",-42,-16.571,18.143,-49.143,-12.286,-44.429
"United States","USA","2020-04-02",-42,-16.143,18.286,-49.571,-14,-44.857
"United States","USA","2020-04-03",-42,-15.571,18.429,-49.857,-16,-45.429
"United States","USA","2020-04-04",-42,-15,18.429,-50,-15.857,-45.857
"United States","USA","2020-04-05",-42.286,-14.714,18.571,-50.429,-16,-46.143
"United States","USA","2020-04-06",-42.571,-14.429,18.714,-50.714,-15.286,-46.429
"United States","USA","2020-04-07",-42.857,-14.143,18.857,-51,-13.286,-46.714
"United States","USA","2020-04-08",-43.571,-14.714,19,-51.429,-13.143,-47
"United States","USA","2020-04-09",-44,-15,19.143,-51.857,-14.857,-47.286
"United States","USA","2020-04-10",-44.143,-15.143,19.429,-52.286,-14.857,-48.143
"United States","USA","2020-04-11",-43.714,-14,19.286,-52.143,-13.714,-48.286
"United States","USA","2020-04-12",-45.714,-16.714,19.286,-52.429,-16,-49
"United States","USA","2020-04-13",-46.143,-17.571,19.429,-52.857,-19,-49.143
"United States","USA","2020-04-14",-45.857,-17.857,19.286,-52.714,-20.857,-49
"United States","USA","2020-04-15",-45,-17.571,19.143,-52.429,-22.286,-48.714
"United States","USA","2020-04-16",-44.429,-17.571,19,-51.857,-21.286,-48.286
"United States","USA","2020-04-17",-44.286,-18.143,18.714,-51.429,-21.429,-47.143
"United States","USA","2020-04-18",-44.286,-19.286,18.714,-51.143,-22,-46.429
"United States","USA","2020-04-19",-41.714,-16.429,18.429,-50.286,-18.286,-45.286
"United States","USA","2020-04-20",-40.857,-15.571,18.143,-49.429,-14.857,-44.857
"United States","USA","2020-04-21",-40.571,-15.286,18.143,-49.286,-13.857,-44.714
"United States","USA","2020-04-22",-40.857,-15.429,18.143,-49.143,-12.857,-44.714
"United States","USA","2020-04-23",-41,-15.571,18.143,-49.143,-12.857,-44.714
"United States","USA","2020-04-24",-40.714,-15.429,18,-49,-11.714,-44.714
"United States","USA","2020-04-25",-40.143,-14.857,17.714,-48.286,-8.571,-44.571
"United States","USA","2020-04-26",-39.714,-14.429,17.714,-48,-8.714,-44.429
"United States","USA","2020-04-27",-39.143,-14,17.571,-47.857,-8.286,-44.143
"United States","USA","2020-04-28",-38.571,-13.429,16.429,-47.286,-6.286,-44
"United States","USA","2020-04-29",-38,-13,16.286,-47,-6,-43.714
"United States","USA","2020-04-30",-37.143,-12.286,16,-46.571,-5,-43.429
"United States","USA","2020-05-01",-36,-11,15.571,-45.571,-2,-43
"United States","USA","2020-05-02",-35,-10,15.286,-44.571,1.714,-42.571
"United States","USA","2020-05-03",-33.857,-8.857,14.857,-43.429,6.429,-41.857
"United States","USA","2020-05-04",-33,-8,14.571,-42.857,7.714,-41.571
"United States","USA","2020-05-05",-32.143,-7,15.286,-42.571,7.571,-41.143
"United States","USA","2020-05-06",-31.429,-6.286,15,-42.143,9.429,-40.714
"United States","USA","2020-05-07",-30.714,-5.429,14.714,-41.429,13.429,-40.286
"United States","USA","2020-05-08",-30.714,-5.143,14.714,-41.429,12.143,-40
"United States","USA","2020-05-09",-30.143,-3.571,14.571,-41.429,9.429,-39.571
"United States","USA","2020-05-10",-29.571,-2.286,14.429,-41,7.143,-39
"United States","USA","2020-05-11",-29.857,-2.857,14.429,-41,6,-38.714
"United States","USA","2020-05-12",-29.857,-3.286,14.286,-40.714,6.714,-38.429
"United States","USA","2020-05-13",-29.429,-3.143,14.143,-40.286,8.429,-38.143
"United States","USA","2020-05-14",-29.286,-3.429,14.143,-40.286,7.857,-38
"United States","USA","2020-05-15",-28.857,-3.714,13.857,-39.857,11.143,-37.857
"United States","USA","2020-05-16",-28.857,-5.143,13.857,-39.714,14.429,-37.571
"United States","USA","2020-05-17",-28.857,-6.429,14,-40,16,-37.286
"United States","USA","2020-05-18",-28.143,-6,13.857,-39.857,16.714,-37
"United States","USA","2020-05-19",-27.571,-5.714,13.714,-39.714,17.429,-36.714
"United States","USA","2020-05-20",-27,-5.429,13.571,-39.429,18.143,-36.571
"United States","USA","2020-05-21",-26.143,-4.857,13.286,-38.714,20.143,-36.286
"United States","USA","2020-05-22",-25.429,-4.143,13.143,-38.143,21.571,-36.143
"United States","USA","2020-05-23",-25,-3.714,12.857,-37.571,23.143,-35.714
"United States","USA","2020-05-24",-24.286,-2.857,12.429,-36.714,28.857,-35.571
"United States","USA","2020-05-25",-24.571,-2.857,13.143,-37.429,37.143,-40.143
"United States","USA","2020-05-26",-24.286,-2.714,13,-37,39,-39.857
"United States","USA","2020-05-27",-24.143,-2.857,12.857,-36.857,40.286,-39.429
"United States","USA","2020-05-28",-24,-3,12.714,-36.857,39.571,-39
"United States","USA","2020-05-29",-23.857,-3.429,12.571,-36.857,39.286,-38.429
"United States","USA","2020-05-30",-23.429,-3.571,12.429,-36.286,40,-37.143
"United States","USA","2020-05-31",-23.143,-3.857,12.429,-35.857,38.571,-36
"United States","USA","2020-06-01",-21.714,-3,11.286,-34.143,34,-31
"United States","USA","2020-06-02",-21.143,-2.571,11.143,-34,35,-30.714
"United States","USA","2020-06-03",-20.429,-1.857,11,-33.714,35.143,-30.571
"United States","USA","2020-06-04",-20,-1.429,10.857,-33.429,37.143,-30.429
"United States","USA","2020-06-05",-19.571,-1,10.714,-33.143,37.857,-30.286
"United States","USA","2020-06-06",-19.143,-0.714,10.571,-33,38.286,-30.429
"United States","USA","2020-06-07",-18.571,-0.429,10.429,-32.714,39.143,-30.429
"United States","USA","2020-06-08",-18.286,-0.429,10.286,-32.429,40.714,-30.286
"United States","USA","2020-06-09",-18,-0.571,10.143,-32.143,40.857,-30.143
"United States","USA","2020-06-10",-17.714,-0.857,10,-31.857,41.857,-30
"United States","USA","2020-06-11",-17.286,-1,9.857,-31.571,43.143,-29.857
"United States","USA","2020-06-12",-16.857,-0.857,9.571,-31,46.429,-29.714
"United States","USA","2020-06-13",-16.429,-0.714,9.429,-30.286,49.714,-29.286
"United States","USA","2020-06-14",-16,-0.714,9.286,-29.571,51.857,-28.857
"United States","USA","2020-06-15",-15.714,-0.714,9.286,-29.286,52.714,-28.714
"United States","USA","2020-06-16",-15.286,-0.429,9.143,-28.857,55.714,-28.714
"United States","USA","2020-06-17",-15,-0.286,9,-28.571,58.286,-28.714
"United States","USA","2020-06-18",-14.714,-0.143,8.857,-28.286,59.714,-28.714
"United States","USA","2020-06-19",-14.429,0,8.571,-28,60.143,-28.857
"United States","USA","2020-06-20",-14.286,0.571,8.429,-28,59.429,-29
"United States","USA","2020-06-21",-14.429,1.143,8.286,-28,58.143,-29
"United States","USA","2020-06-22",-14.714,0.714,8.286,-28,57.857,-29.429
"United States","USA","2020-06-23",-14.714,0.571,8.286,-27.857,57.429,-29.714
"United States","USA","2020-06-24",-14.714,0.429,8.286,-27.714,57.286,-29.714
"United States","USA","2020-06-25",-14.714,0.429,8.286,-27.429,58,-29.714
"United States","USA","2020-06-26",-15,0,8.571,-27.429,57.571,-29.714
"United States","USA","2020-06-27",-15.286,-1,8.714,-27.429,56.571,-29.857
"United States","USA","2020-06-28",-15.286,-1.857,8.857,-27.286,56,-29.714
"United States","USA","2020-06-29",-14.857,-1.571,8.714,-27.143,56.429,-29.429
"United States","USA","2020-06-30",-14.429,-1.429,8.714,-27.143,55.857,-29.286
"United States","USA","2020-07-01",-13.714,-0.714,8.571,-26.714,55.429,-29.429
"United States","USA","2020-07-02",-12.429,0.714,8.429,-26,57.286,-29.857
"United States","USA","2020-07-03",-11.429,2.714,8.857,-26.286,61.429,-32.857
"United States","USA","2020-07-04",-13.714,2.571,9,-27.714,64.143,-35.143
"United States","USA","2020-07-05",-14.429,1.714,9,-27.857,63.857,-36.143
"United States","USA","2020-07-06",-14.429,1.857,9.143,-27.714,64.143,-36.857
"United States","USA","2020-07-07",-14.857,1.714,9.143,-27.571,64.286,-37.143
"United States","USA","2020-07-08",-15.571,1,9.286,-28,64,-37.143
"United States","USA","2020-07-09",-16.857,-0.429,9.429,-28.857,61.429,-37
"United States","USA","2020-07-10",-18,-2.571,9,-29,55.286,-34.143
"United States","USA","2020-07-11",-15.714,-2.286,8.857,-27.714,52.571,-31.857
"United States","USA","2020-07-12",-15,-1.286,8.857,-27.714,54.143,-31.286
"United States","USA","2020-07-13",-15,-1.286,8.714,-27.857,54.857,-30.857
"United States","USA","2020-07-14",-14.857,-1.286,8.714,-28.143,56,-30.714
"United States","USA","2020-07-15",-14.857,-1.286,8.714,-28.286,56.571,-30.714
"United States","USA","2020-07-16",-14.857,-1.429,8.714,-28.429,57,-30.571
"United States","USA","2020-07-17",-14.714,-1.286,8.714,-28.143,58.571,-30.571
"United States","USA","2020-07-18",-14.714,-1.429,8.714,-28.143,60.286,-30.714
"United States","USA","2020-07-19",-14.714,-1.571,8.714,-28.286,59.714,-30.857
"United States","USA","2020-07-20",-14.857,-1.857,8.714,-28.429,59.429,-30.857
"United States","USA","2020-07-21",-15,-2.143,8.714,-28.571,58.714,-30.857
"United States","USA","2020-07-22",-15.143,-2.429,8.714,-28.714,57.429,-30.857
"United States","USA","2020-07-23",-15.286,-2.714,8.714,-28.714,56.429,-30.857
"United States","USA","2020-07-24",-15.286,-2.857,8.714,-28.857,56.571,-30.857
"United States","USA","2020-07-25",-15.286,-3,8.714,-28.857,57,-30.857
"United States","USA","2020-07-26",-15.286,-3.143,8.714,-28.857,57.714,-30.857
"United States","USA","2020-07-27",-15.286,-3.143,8.714,-28.857,57.286,-30.857
"United States","USA","2020-07-28",-15.429,-3.286,8.714,-28.857,57.143,-30.857
"United States","USA","2020-07-29",-15.429,-3.286,8.571,-28.714,58.429,-31
"United States","USA","2020-07-30",-15.286,-3.286,8.571,-28.714,58.571,-31.143
"United States","USA","2020-07-31",-14.857,-3,8.429,-28.429,58.714,-31.143
"United States","USA","2020-08-01",-14.571,-2.714,8.429,-28.286,57.571,-31.286
"United States","USA","2020-08-02",-14.429,-2.571,8.429,-28.286,55.714,-31.429
"United States","USA","2020-08-03",-14.143,-2.143,8.429,-28.143,55.571,-31.429
"United States","USA","2020-08-04",-14,-2.143,8.429,-28.286,54.857,-31.571
"United States","USA","2020-08-05",-13.714,-2,8.429,-28.143,55.571,-31.429
"United States","USA","2020-08-06",-13.714,-2,8.286,-28,56.429,-31.286
"United States","USA","2020-08-07",-13.857,-2.429,8.286,-28.143,56.571,-31.286
"United States","USA","2020-08-08",-13.857,-2.571,8.143,-28.143,58,-31.143
"United States","USA","2020-08-09",-13.714,-2.571,8,-27.857,60,-31
"United States","USA","2020-08-10",-14,-3.143,7.857,-28,60,-31
"United States","USA","2020-08-11",-14,-3.143,7.714,-27.714,61.286,-30.857
"United States","USA","2020-08-12",-14.286,-3.429,7.714,-28,59.857,-30.857
"United States","USA","2020-08-13",-14.429,-3.571,7.714,-28.143,58.571,-30.857
"United States","USA","2020-08-14",-14.571,-3.571,7.714,-28.143,58,-30.857
"United States","USA","2020-08-15",-14.714,-3.714,7.714,-28.286,56.286,-31
"United States","USA","2020-08-16",-14.857,-3.857,7.857,-28.571,53.714,-31.143
"United States","USA","2020-08-17",-15,-4,7.857,-28.571,53,-31.143
"United States","USA","2020-08-18",-15.143,-4.143,7.857,-28.714,52,-30.857
"United States","USA","2020-08-19",-15.286,-4.286,7.857,-28.714,51,-30.714
"United States","USA","2020-08-20",-15.286,-4.429,7.857,-28.714,51,-30.571
"United States","USA","2020-08-21",-15.286,-4.571,7.714,-28.714,50.286,-30.429
"United States","USA","2020-08-22",-15.143,-4.571,7.714,-28.714,50.143,-30.143
"United States","USA","2020-08-23",-15.143,-4.571,7.714,-28.571,50.429,-29.857
"United States","USA","2020-08-24",-15.286,-4.714,7.857,-28.714,49,-29.571
"United States","USA","2020-08-25",-15.429,-4.714,7.857,-28.857,47.143,-29.714
"United States","USA","2020-08-26",-15.429,-4.714,7.857,-28.857,46.857,-29.571
"United States","USA","2020-08-27",-15.714,-5,7.857,-29,45.143,-29.571
"United States","USA","2020-08-28",-15.857,-5.286,7.857,-29.143,43.571,-29.429
"United States","USA","2020-08-29",-15.857,-5.571,8,-29.429,41.143,-29.571
"United States","USA","2020-08-30",-15.714,-5.714,7.857,-29.286,42.429,-29.571
"United States","USA","2020-08-31",-15.571,-5.714,7.714,-29.143,42.143,-29.429
"United States","USA","2020-09-01",-15.143,-5.429,7.571,-28.857,42,-29.286
"United States","USA","2020-09-02",-15,-5.429,7.429,-28.857,41,-29.286
"United States","USA","2020-09-03",-14.286,-4.714,7.143,-28.286,41.571,-29.143
"United States","USA","2020-09-04",-13.714,-3.857,7,-27.571,44.143,-29.286
"United States","USA","2020-09-05",-13.429,-3.286,6.714,-26.857,48.714,-29.857
"United States","USA","2020-09-06",-13.143,-2.857,6.571,-27.143,51.857,-30.286
"United States","USA","2020-09-07",-13.286,-2.857,7.571,-28.286,58.286,-35.429
"United States","USA","2020-09-08",-13.857,-3.286,7.571,-28.286,56.571,-35.571
"United States","USA","2020-09-09",-14.286,-3.571,7.571,-28.286,55,-35.571
"United States","USA","2020-09-10",-15,-4.286,7.714,-28.857,52.429,-35.571
"United States","USA","2020-09-11",-15.571,-5.143,7.714,-29.571,49.571,-35.143
"United States","USA","2020-09-12",-15.714,-5.714,7.857,-30.143,45.143,-34.429
"United States","USA","2020-09-13",-16.143,-6.143,8.143,-30.286,39,-34
"United States","USA","2020-09-14",-16.143,-6.143,7,-29.286,32.571,-28.429
"United States","USA","2020-09-15",-15.857,-6.143,7,-29.429,34.286,-27.857
"United States","USA","2020-09-16",-15.714,-6.286,7,-29.429,36,-27.571
"United States","USA","2020-09-17",-15.714,-6.429,7,-29.429,37,-27.286
"United States","USA","2020-09-18",-15.429,-6.286,7,-29.429,37,-27.143
"United States","USA","2020-09-19",-15,-6,6.857,-29.286,38.714,-27
"United States","USA","2020-09-20",-14.714,-6,6.714,-29.143,39.857,-26.857
"United States","USA","2020-09-21",-14.714,-6.143,6.857,-29.143,39.143,-27
"United States","USA","2020-09-22",-14.857,-6.286,6.857,-29.429,38,-27
"United States","USA","2020-09-23",-14.857,-6.143,6.857,-29.571,36.714,-26.857
"United States","USA","2020-09-24",-14.857,-6.143,6.857,-29.714,35.429,-26.714
"United States","USA","2020-09-25",-15,-6.286,6.857,-29.857,34,-26.571
"United States","USA","2020-09-26",-15.286,-6.429,6.857,-30.143,32.571,-26.429
"United States","USA","2020-09-27",-15.429,-6.571,6.857,-30.286,31,-26.286
"United States","USA","2020-09-28",-15.571,-6.571,6.857,-30.571,29.143,-26.143
"United States","USA","2020-09-29",-15.714,-6.714,6.857,-30.714,26.714,-26
"United States","USA","2020-09-30",-15.571,-6.429,6.714,-30.714,25.286,-26
"United States","USA","2020-10-01",-15.143,-5.714,6.571,-30.429,24.714,-25.714
"United States","USA","2020-10-02",-14.857,-5.286,6.571,-30.143,23.714,-25.571
"United States","USA","2020-10-03",-14.571,-5,6.571,-29.714,22.286,-25.714
"United States","USA","2020-10-04",-14.429,-4.714,6.571,-29.571,20.857,-25.857
"United States","USA","2020-10-05",-14.143,-4.286,6.429,-29.143,21.286,-25.857
"United States","USA","2020-10-06",-14,-3.857,6.286,-28.714,23.286,-25.857
"United States","USA","2020-10-07",-14.143,-4,6.286,-28.714,24.286,-25.714
"United States","USA","2020-10-08",-14.429,-4.429,6.429,-28.714,25.429,-25.857
"United States","USA","2020-10-09",-14.714,-4.714,6.429,-28.714,27.143,-26
"United States","USA","2020-10-10",-15.143,-5.143,6.571,-29,27.714,-26
"United States","USA","2020-10-11",-15.429,-5.429,6.714,-29.143,27.714,-26
"United States","USA","2020-10-12",-15.714,-6,7,-29.714,26.857,-26.714
"United States","USA","2020-10-13",-16,-6.286,7.143,-29.857,25.857,-26.714
"United States","USA","2020-10-14",-15.857,-6.286,7.286,-29.571,26,-26.571
"United States","USA","2020-10-15",-15.857,-6.286,7.286,-29.429,25.143,-26.571
"United States","USA","2020-10-16",-16,-6.429,7.429,-29.571,22,-26.571
"United States","USA","2020-10-17",-15.714,-6.286,7.429,-29.286,21.286,-26.571
"United States","USA","2020-10-18",-15.714,-6.286,7.429,-29,20.286,-26.571
"United States","USA","2020-10-19",-15.857,-6.286,7.286,-28.571,19.571,-25.714
"United States","USA","2020-10-20",-15.857,-6.429,7.286,-28.429,18.429,-25.571
"United States","USA","2020-10-21",-16.143,-6.571,7.286,-28.571,16.714,-25.571
"United States","USA","2020-10-22",-16.286,-6.714,7.286,-28.714,16.286,-25.429
"United States","USA","2020-10-23",-16.286,-6.714,7.286,-28.714,16.571,-25.286
"United States","USA","2020-10-24",-16.571,-6.857,7.286,-29.143,14.714,-25.143
"United States","USA","2020-10-25",-16.857,-7,7.429,-29.714,12.286,-25.286
"United States","USA","2020-10-26",-17,-7,7.571,-29.857,10.429,-25.286
"United States","USA","2020-10-27",-17,-7,7.714,-30,9.143,-25.286
"United States","USA","2020-10-28",-17,-7,7.857,-30.286,7,-25.286
"United States","USA","2020-10-29",-17.143,-7.143,8,-30.857,3.286,-25.429
"United States","USA","2020-10-30",-16.714,-6.571,7.857,-31.143,2,-25.429
"United States","USA","2020-10-31",-16.714,-5.714,7.857,-31.143,1.857,-25.429
"United States","USA","2020-11-01",-16.714,-5.857,7.857,-31.429,1,-25.429
"United States","USA","2020-11-02",-16.429,-5.571,7.714,-31.571,1.429,-25.429
"United States","USA","2020-11-03",-15.571,-4.857,7.571,-31.714,3.286,-25.714
"United States","USA","2020-11-04",-15.857,-5.286,7.571,-32,4.143,-25.714
"United States","USA","2020-11-05",-16,-5.429,7.571,-31.857,6,-25.571
"United States","USA","2020-11-06",-16.571,-6.286,7.714,-32,6.714,-25.429
"United States","USA","2020-11-07",-16.571,-7.429,7.857,-32.571,6.143,-25.429
"United States","USA","2020-11-08",-16.429,-7.429,7.857,-32.571,8.714,-25.286
"United States","USA","2020-11-09",-16.714,-7.714,8,-32.714,9.143,-25.286
"United States","USA","2020-11-10",-17.714,-8.429,8.143,-32.857,6.857,-25
"United States","USA","2020-11-11",-17.286,-8.143,8.429,-33.286,4.857,-26.143
"United States","USA","2020-11-12",-17.571,-8.286,8.571,-33.714,2.143,-26.429
"United States","USA","2020-11-13",-17.714,-8.143,8.857,-34,-0.286,-26.571
"United States","USA","2020-11-14",-18,-8.143,9,-34.286,-3.286,-26.571
"United States","USA","2020-11-15",-18.286,-8.143,9.143,-34.714,-6.286,-26.714
"United States","USA","2020-11-16",-18.429,-8,9.143,-34.857,-7.286,-26.714
"United States","USA","2020-11-17",-18.714,-8,9.286,-35.143,-8.714,-26.857
"United States","USA","2020-11-18",-19.286,-7.857,9.143,-34.857,-9.143,-26
"United States","USA","2020-11-19",-19.143,-7.429,9.143,-34.714,-8.286,-25.857
"United States","USA","2020-11-20",-19.286,-7.286,9.143,-34.429,-7.429,-25.857
"United States","USA","2020-11-21",-19.571,-7,9.143,-34,-7.143,-25.857
"United States","USA","2020-11-22",-19.714,-6.714,9.143,-34,-7.857,-25.714
"United States","USA","2020-11-23",-19.143,-5.857,9.286,-34,-8.143,-26.286
"United States","USA","2020-11-24",-18,-4,9.286,-33.429,-7.714,-26.857
"United States","USA","2020-11-25",-15.714,0.286,9.143,-32.429,-6.857,-28
"United States","USA","2020-11-26",-23,-3.143,10.857,-35.857,-7.857,-35.143
"United States","USA","2020-11-27",-23.857,-4.857,12,-37.857,-6.857,-39.429
"United States","USA","2020-11-28",-24.714,-6.429,12.286,-38.714,-7.571,-40.571
"United States","USA","2020-11-29",-25.143,-7.571,12.429,-38.143,-7.429,-40.857
"United States","USA","2020-11-30",-25.857,-9,12.571,-38.429,-9.571,-40.714
"United States","USA","2020-12-01",-26.714,-10.571,12.571,-38.857,-10.857,-40.286
"United States","USA","2020-12-02",-29,-15,12.714,-40,-12.143,-39.143
"United States","USA","2020-12-03",-21.571,-11.429,11,-36.714,-12.143,-32.143
"United States","USA","2020-12-04",-20.714,-9.857,10,-35.429,-14.857,-27.857
"United States","USA","2020-12-05",-19.857,-8.571,9.857,-35.571,-16,-26.571
"United States","USA","2020-12-06",-19.429,-7.714,9.714,-36.571,-16.286,-26.286
"United States","USA","2020-12-07",-19.429,-7.286,9.571,-36.714,-15.571,-26.143
"United States","USA","2020-12-08",-19.714,-7.714,9.571,-37.286,-15.571,-26
"United States","USA","2020-12-09",-19.714,-7.714,9.571,-37.429,-15,-26
"United States","USA","2020-12-10",-19.857,-7.857,9.571,-37.571,-14.429,-26
"United States","USA","2020-12-11",-20,-7.857,9.571,-37.571,-14.286,-26.143
"United States","USA","2020-12-12",-20,-7.714,9.571,-37.429,-14.571,-26.286
"United States","USA","2020-12-13",-20.143,-7.571,9.714,-37.429,-14.857,-26.429
"United States","USA","2020-12-14",-20,-7.429,9.714,-37.571,-15.714,-26.429
"United States","USA","2020-12-15",-19.571,-6.571,9.714,-37.286,-16.143,-26.571
"United States","USA","2020-12-16",-19.714,-6.286,10,-37.571,-18.286,-26.857
"United States","USA","2020-12-17",-20.143,-6.714,10.429,-38.286,-20.429,-27.571
"United States","USA","2020-12-18",-19.857,-6.429,10.429,-38,-21.286,-27.714
"United States","USA","2020-12-19",-19.571,-6,10.429,-37,-22,-27.714
"United States","USA","2020-12-20",-19,-5.429,10.286,-36.143,-22.429,-27.429
"United States","USA","2020-12-21",-17.286,-3.857,10.143,-35.286,-19.714,-28
"United States","USA","2020-12-22",-15.571,-2.143,10,-34.571,-17.571,-28.714
"United States","USA","2020-12-23",-12.429,2.143,9.571,-33,-14.857,-29.571
"United States","USA","2020-12-24",-11.571,7.286,9.857,-33,-14.429,-33
"United States","USA","2020-12-25",-20.571,-0.429,12,-37.429,-16.714,-40.286
"United States","USA","2020-12-26",-22.429,-2.714,12.429,-39.143,-17.429,-42.571
"United States","USA","2020-12-27",-23.857,-4.714,12.714,-39.429,-16.429,-43.286
"United States","USA","2020-12-28",-25.143,-6.429,13.286,-40.143,-16.857,-44.286
"United States","USA","2020-12-29",-26.857,-8.714,13.857,-41,-17.143,-45.286
"United States","USA","2020-12-30",-29,-12.143,14.429,-42,-17.571,-45.857
"United States","USA","2020-12-31",-28,-13.286,14.286,-41.857,-16.286,-44.571
"United States","USA","2021-01-01",-23,-9.857,14.286,-41.143,-13.857,-43.429
"United States","USA","2021-01-02",-22.286,-9.143,14.286,-40.571,-12.857,-42.714
"United States","USA","2021-01-03",-22.286,-8.857,14.286,-40.857,-14.571,-42.571
"United States","USA","2021-01-04",-22.571,-8.714,14,-40.714,-16.143,-41.143
"United States","USA","2021-01-05",-23,-8.714,13.714,-40.714,-17.857,-39.571
"United States","USA","2021-01-06",-24.286,-10.286,13.571,-41.286,-19.429,-38
"United States","USA","2021-01-07",-26.429,-14.429,13.286,-41.143,-20.857,-35.286
"United States","USA","2021-01-08",-23.429,-11.143,11.286,-38.286,-22,-29.143
"United States","USA","2021-01-09",-23,-10.571,11.143,-38.571,-22.857,-27.857
"United States","USA","2021-01-10",-22.857,-10.143,11.143,-39.286,-22.571,-27.857
"United States","USA","2021-01-11",-23.714,-10.714,11.143,-39.714,-23.286,-27.714
"United States","USA","2021-01-12",-24.143,-11.286,11.143,-40,-23.571,-27.571
"United States","USA","2021-01-13",-24.286,-11.429,11,-40,-23,-27.571
"United States","USA","2021-01-14",-24.429,-11.857,10.857,-40,-22.286,-27.571
"United States","USA","2021-01-15",-24.571,-12.143,10.857,-39.857,-21.714,-27.714
"United States","USA","2021-01-16",-24.857,-12.571,10.714,-40,-20.857,-28
"United States","USA","2021-01-17",-24.714,-12.857,10.571,-40,-19.286,-28.143
"United States","USA","2021-01-18",-24.286,-13.143,10.857,-40.286,-16.429,-30
"United States","USA","2021-01-19",-24.714,-13.429,10.857,-40.429,-16.571,-30.143
"United States","USA","2021-01-20",-25.143,-14,10.857,-40.714,-17.143,-30.143
"United States","USA","2021-01-21",-25.286,-14,10.857,-40.857,-17.429,-30
"United States","USA","2021-01-22",-25.143,-13.714,10.714,-40.857,-17.429,-29.714
"United States","USA","2021-01-23",-25.143,-13.714,10.714,-41.143,-18.143,-29.571
"United States","USA","2021-01-24",-25.571,-13.857,10.857,-41.429,-20.571,-29.429
"United States","USA","2021-01-25",-26.429,-14.143,10.571,-41.429,-23.857,-27.571
"United States","USA","2021-01-26",-26.714,-14.857,10.714,-41.714,-24.429,-27.714
"United States","USA","2021-01-27",-26.571,-14.714,10.714,-41.571,-25.143,-27.714
