"Entity","Code","Day","retail_and_recreation","grocery_and_pharmacy","residential","transit_stations","parks","workplaces"
"United States","USA","2022-01-28",-17.286,-7.286,7.429,-30.857,-14.714,-20.286
"United States","USA","2022-01-29",-17.714,-8,7.571,-31.571,-14.571,-20.714
"United States","USA","2022-01-30",-17.571,-7.857,7.429,-31.429,-14.429,-20.571
"United States","USA","2022-01-31",-17,-7.286,7.143,-31.143,-14,-20.286
"United States","USA","2022-02-01",-16,-5.857,6.857,-30.571,-13,-20
"United States","USA","2022-02-02",-16.143,-5.571,7,-30.429,-13,-20.286
"United States","USA","2022-02-03",-17.571,-6.714,7.714,-31.286,-14.286,-21.714
"United States","USA","2022-02-04",-18.571,-8.143,8.429,-32,-15.286,-23
"United States","USA","2022-02-05",-17.286,-6.857,8,-30.571,-14.429,-22.143
"United States","USA","2022-02-06",-16.429,-6.286,7.857,-30.143,-13.286,-21.857
"United States","USA","2022-02-07",-16.286,-6.429,7.857,-29.857,-13,-21.714
"United States","USA","2022-02-08",-16.571,-7.429,7.857,-29.714,-12.571,-21.571
"United States","USA","2022-02-09",-15.571,-7.143,7.429,-29,-10.429,-20.857
"United States","USA","2022-02-10",-13.571,-5.571,6.429,-27.429,-7.143,-19.143
"United States","USA","2022-02-11",-11.857,-3.857,5.429,-25.857,-3.571,-17.571
"United States","USA","2022-02-12",-11.143,-2.714,5.143,-25,-0.571,-17.429
"United States","USA","2022-02-13",-11.714,-1.143,5,-25,-1.714,-17.571
"United States","USA","2022-02-14",-10.429,0.429,4.857,-24.857,-1.143,-17.714
"United States","USA","2022-02-15",-10.714,0.143,4.857,-24.714,-1,-17.571
"United States","USA","2022-02-16",-10.857,-0.143,4.857,-24.571,-1,-17.429
"United States","USA","2022-02-17",-11.429,-1,5,-24.714,-1.857,-17.571
"United States","USA","2022-02-18",-11.714,-1.857,5.143,-24.714,-2.857,-18
"United States","USA","2022-02-19",-11.857,-3,5.286,-24.571,-3.714,-18.143
"United States","USA","2022-02-20",-10.429,-4.429,5.286,-23.714,0,-18.143
"United States","USA","2022-02-21",-10.714,-5.857,5.714,-24,3,-20.286
"United States","USA","2022-02-22",-10.714,-6.143,5.857,-24.286,2.143,-20.714
"United States","USA","2022-02-23",-11,-6.429,6,-24.571,1.571,-21.143
"United States","USA","2022-02-24",-11,-6.429,6.143,-24.857,0.571,-21.571
"United States","USA","2022-02-25",-11.286,-6.857,6.286,-25.571,-0.429,-21.571
"United States","USA","2022-02-26",-11.286,-6.857,6.143,-25.714,-1.143,-21.429
"United States","USA","2022-02-27",-11.571,-6.857,6.143,-25.714,-3.143,-21.286
"United States","USA","2022-02-28",-12,-6.857,5.571,-25.143,-5.429,-18.857
"United States","USA","2022-03-01",-11,-6,5.286,-24.571,-2.857,-18.429
"United States","USA","2022-03-02",-10.286,-5.571,4.857,-24.143,-0.714,-18
"United States","USA","2022-03-03",-9.286,-4.857,4.286,-23.714,1.571,-17.286
"United States","USA","2022-03-04",-8.571,-4.143,3.857,-23.143,3.143,-16.714
"United States","USA","2022-03-05",-8.286,-3.857,3.714,-23.143,5.714,-16.714
"United States","USA","2022-03-06",-8.143,-3.714,3.714,-23.286,7.571,-16.714
"United States","USA","2022-03-07",-8.714,-4,3.857,-23.571,7.143,-16.714
"United States","USA","2022-03-08",-9.429,-4.571,3.857,-24,5.714,-16.571
"United States","USA","2022-03-09",-10.143,-5.143,4.143,-24.571,3.286,-16.571
"United States","USA","2022-03-10",-10.714,-5.571,4.286,-24.857,2.429,-16.571
"United States","USA","2022-03-11",-11.286,-5.714,4.429,-25.143,1.857,-16.857
"United States","USA","2022-03-12",-12.571,-7,4.857,-26,-2.714,-17.286
"United States","USA","2022-03-13",-13,-7.429,4.857,-26,-4.143,-17.286
"United States","USA","2022-03-14",-12.714,-7.286,4.857,-25.857,-1.714,-17.714
"United States","USA","2022-03-15",-12.429,-7.143,4.857,-25.571,1.286,-18.143
"United States","USA","2022-03-16",-11.571,-6.714,4.714,-25,5.714,-18.429
"United States","USA","2022-03-17",-11.143,-6.714,4.714,-24.714,8.429,-18.857
"United States","USA","2022-03-18",-10.714,-6.857,4.571,-24.286,11.143,-19.286
"United States","USA","2022-03-19",-9.714,-5.857,4.143,-23.286,15.714,-19
"United States","USA","2022-03-20",-9.143,-5.429,4,-22.571,19.143,-19
"United States","USA","2022-03-21",-9.143,-5.571,3.857,-22.571,19.714,-18.714
"United States","USA","2022-03-22",-9.429,-5.857,3.857,-22.714,18.714,-18.429
"United States","USA","2022-03-23",-10,-6.286,3.857,-23,15.714,-18.286
"United States","USA","2022-03-24",-10.286,-6.429,3.857,-23.143,14.143,-18
"United States","USA","2022-03-25",-10.286,-6.286,3.714,-23.286,13.714,-17.429
"United States","USA","2022-03-26",-10.286,-6.286,3.714,-23.429,14.143,-17.286
"United States","USA","2022-03-27",-10.571,-6.429,3.714,-23.857,12.143,-17.286
"United States","USA","2022-03-28",-10.857,-6.714,3.857,-24.143,9.714,-17.143
"United States","USA","2022-03-29",-10.857,-6.714,3.857,-24.286,9,-17
"United States","USA","2022-03-30",-10.857,-6.714,3.857,-24.429,9.571,-16.857
"United States","USA","2022-03-31",-10.714,-6.714,3.857,-24.429,9.429,-16.714
"United States","USA","2022-04-01",-10.286,-6.286,3.857,-24.286,9.286,-16.571
"United States","USA","2022-04-02",-10,-6,3.857,-24.143,10.286,-16.571
"United States","USA","2022-04-03",-9.714,-5.714,3.857,-24.143,11,-16.429
"United States","USA","2022-04-04",-9.286,-5.143,3.571,-23.857,12.857,-16.429
"United States","USA","2022-04-05",-9.143,-4.857,3.571,-23.571,13.714,-16.571
"United States","USA","2022-04-06",-9,-4.571,3.571,-23.286,14.143,-16.571
"United States","USA","2022-04-07",-9,-4.429,3.571,-23.143,14.714,-16.571
"United States","USA","2022-04-08",-9.143,-4.429,3.571,-23,15,-16.714
"United States","USA","2022-04-09",-9,-4.143,3.571,-22.714,14.857,-16.714
"United States","USA","2022-04-10",-8.714,-3.857,3.429,-22.286,16.143,-16.714
"United States","USA","2022-04-11",-8.571,-3.571,3.571,-22.143,16.714,-16.714
"United States","USA","2022-04-12",-8.286,-3.286,3.429,-22,18.286,-16.714
"United States","USA","2022-04-13",-8,-3,3.286,-22,19.286,-16.857
"United States","USA","2022-04-14",-7.286,-2.143,3.143,-21.714,21,-17.143
"United States","USA","2022-04-15",-6.857,-1.429,3.571,-22.143,23,-19.286
"United States","USA","2022-04-16",-7.143,-0.143,3.571,-22.857,23,-20.143
"United States","USA","2022-04-17",-11,-2.286,3.571,-23.857,22.571,-22.286
"United States","USA","2022-04-18",-11.286,-3,3.714,-24.143,21,-23.143
"United States","USA","2022-04-19",-11.571,-3.429,3.857,-24.429,19.714,-23.143
"United States","USA","2022-04-20",-11.571,-3.571,3.857,-24.286,20.286,-23
"United States","USA","2022-04-21",-12,-4.143,3.857,-24.429,21,-22.857
"United States","USA","2022-04-22",-12.286,-5,3.429,-24,21,-20.857
"United States","USA","2022-04-23",-11.857,-6.286,3.286,-23.143,25.429,-20
"United States","USA","2022-04-24",-8,-4.143,3.286,-22,28,-18
"United States","USA","2022-04-25",-7.714,-3.571,3,-21.571,29.571,-17
"United States","USA","2022-04-26",-7.429,-3.143,2.857,-21.286,29.857,-16.714
"United States","USA","2022-04-27",-7.286,-2.857,2.714,-21.143,29.857,-16.429
"United States","USA","2022-04-28",-7.143,-2.571,2.571,-20.857,29.429,-16.143
"United States","USA","2022-04-29",-7,-2.143,2.429,-20.571,29.286,-15.857
"United States","USA","2022-04-30",-7,-2,2.429,-20.571,27.571,-15.857
"United States","USA","2022-05-01",-6.857,-1.714,2.429,-20.571,26.857,-15.714
"United States","USA","2022-05-02",-6.571,-1.286,2.429,-20.714,27.143,-15.714
"United States","USA","2022-05-03",-6.143,-0.714,2.429,-20.571,27.714,-15.714
"United States","USA","2022-05-04",-6,-0.286,2.429,-20.571,27.714,-15.857
"United States","USA","2022-05-05",-5.571,0.143,2.429,-20.571,28.143,-15.857
"United States","USA","2022-05-06",-5.571,0.286,2.571,-20.857,26.286,-16
"United States","USA","2022-05-07",-5.143,1.429,2.571,-21.143,24.714,-16.286
"United States","USA","2022-05-08",-4.429,2.286,2.429,-21.286,23.429,-16.571
"United States","USA","2022-05-09",-4.429,2.143,2.429,-21,25,-16.714
"United States","USA","2022-05-10",-4.286,2,2.286,-20.857,27.286,-16.857
"United States","USA","2022-05-11",-4.286,1.857,2.286,-20.714,29.143,-16.857
"United States","USA","2022-05-12",-4.571,1.571,2.286,-20.571,30.571,-17
"United States","USA","2022-05-13",-4.714,1.429,2.143,-20.286,33.714,-17
"United States","USA","2022-05-14",-5.286,0.286,2.143,-19.857,36.714,-17
"United States","USA","2022-05-15",-6.143,-0.571,2.286,-19.429,39.571,-16.857
"United States","USA","2022-05-16",-6.286,-0.571,2.286,-19.429,39.429,-16.857
"United States","USA","2022-05-17",-6.571,-0.714,2.286,-19.286,39.857,-16.857
"United States","USA","2022-05-18",-6.571,-0.857,2.286,-19.143,39.286,-17
"United States","USA","2022-05-19",-6.571,-0.857,2.286,-19.143,38.857,-17.143
"United States","USA","2022-05-20",-6.571,-1,2.286,-19.143,38.143,-17.286
"United States","USA","2022-05-21",-6.857,-1,2.286,-19,37.571,-17.286
"United States","USA","2022-05-22",-7,-1.143,2.286,-19,36.857,-17.429
"United States","USA","2022-05-23",-6.857,-1.143,2.286,-18.857,36.714,-17.571
"United States","USA","2022-05-24",-6.857,-1.286,2.429,-19,35.286,-17.857
"United States","USA","2022-05-25",-6.714,-1.143,2.571,-19,34.857,-18.143
"United States","USA","2022-05-26",-6.429,-1,2.714,-18.714,34.571,-18.429
"United States","USA","2022-05-27",-6.286,-0.571,2.857,-18.429,35.429,-19.286
"United States","USA","2022-05-28",-6.429,-0.286,2.857,-18.429,36.429,-20.143
"United States","USA","2022-05-29",-6.286,0,2.571,-18.571,42,-20.714
"United States","USA","2022-05-30",-6.714,-0.429,4,-20.286,49.857,-27.857
"United States","USA","2022-05-31",-6.714,0,4,-20,51,-28.429
"United States","USA","2022-06-01",-6.714,0.286,4,-19.857,51.714,-28.714
"United States","USA","2022-06-02",-7,0.286,4,-20.143,52.429,-29
"United States","USA","2022-06-03",-7,0.286,4,-20.286,53.143,-28.714
"United States","USA","2022-06-04",-6.857,0.143,4,-20,53.714,-27.857
"United States","USA","2022-06-05",-7,0,4.286,-19.571,50,-27.286
"United States","USA","2022-06-06",-6.571,0.571,3,-17.714,43.143,-20.857
"United States","USA","2022-06-07",-6.571,0.286,3.143,-17.857,43.143,-20.857
"United States","USA","2022-06-08",-6.714,-0.143,3.286,-17.857,43.714,-21.143
"United States","USA","2022-06-09",-6.714,-0.286,3.429,-17.714,44.857,-21.429
"United States","USA","2022-06-10",-6.857,-0.571,3.429,-17.571,45.286,-21.857
"United States","USA","2022-06-11",-7,-0.714,3.429,-17.429,45,-22
"United States","USA","2022-06-12",-7.143,-0.857,3.429,-17.429,43.571,-22
"United States","USA","2022-06-13",-7.143,-1,3.429,-17.429,43.571,-22.143
"United States","USA","2022-06-14",-7.143,-1,3.429,-17.286,44.143,-22.286
"United States","USA","2022-06-15",-7,-0.714,3.429,-17.143,45,-22.429
"United States","USA","2022-06-16",-7,-0.571,3.429,-17,44.571,-22.571
"United States","USA","2022-06-17",-7,-0.286,3.571,-16.857,45.143,-22.857
"United States","USA","2022-06-18",-6.714,0.429,3.429,-16.571,46.143,-23
"United States","USA","2022-06-19",-6.286,1,3.143,-16.429,48.429,-23.286
"United States","USA","2022-06-20",-6.143,1,3.429,-16.714,50.571,-24.571
"United States","USA","2022-06-21",-6.143,1,3.429,-16.714,51.143,-24.714
"United States","USA","2022-06-22",-6.429,0.714,3.429,-16.857,50.714,-24.857
"United States","USA","2022-06-23",-6.571,0.571,3.429,-16.857,51.714,-25
"United States","USA","2022-06-24",-6.714,0.286,3.429,-16.857,52.286,-25
"United States","USA","2022-06-25",-7.143,-0.429,3.571,-17,52.429,-24.857
"United States","USA","2022-06-26",-7.714,-1.143,3.857,-16.571,52.143,-24.429
"United States","USA","2022-06-27",-8,-1.286,3.571,-16.286,50.429,-23.429
"United States","USA","2022-06-28",-8,-1.286,3.571,-16.286,50.857,-23.571
"United States","USA","2022-06-29",-7.857,-1.143,3.571,-16.143,52,-23.714
"United States","USA","2022-06-30",-7.429,-0.714,3.571,-15.857,52.286,-23.857
"United States","USA","2022-07-01",-6.857,0.429,3.571,-15.571,52.143,-24.286
"United States","USA","2022-07-02",-6.857,1.286,3.571,-15.571,51.714,-25
"United States","USA","2022-07-03",-6.571,2.429,3.286,-16.429,55.857,-25.714
"United States","USA","2022-07-04",-8.143,2,4.571,-18.571,68.714,-32.143
"United States","USA","2022-07-05",-8.429,2.143,4.857,-18.571,66.429,-33.143
"United States","USA","2022-07-06",-8.714,2.143,5,-18.857,65.429,-33.429
"United States","USA","2022-07-07",-9.143,1.857,5,-19.429,64.714,-33.571
"United States","USA","2022-07-08",-9.857,0.571,5.143,-20.286,63.143,-33.286
"United States","USA","2022-07-09",-10,-0.429,5.143,-20.571,62,-32.571
"United States","USA","2022-07-10",-10.286,-1.571,5.429,-20.143,57.286,-32
"United States","USA","2022-07-11",-8.714,-1,4.143,-18,44.857,-25.714
"United States","USA","2022-07-12",-8.571,-1.286,3.857,-18.143,46.286,-24.857
"United States","USA","2022-07-13",-8.429,-1.429,3.714,-18,47,-24.571
"United States","USA","2022-07-14",-8.571,-1.571,3.714,-17.714,47.571,-24.429
"United States","USA","2022-07-15",-8.714,-1.714,3.714,-17.429,48.714,-24.429
"United States","USA","2022-07-16",-8.714,-1.714,3.714,-17.286,49,-24.429
"United States","USA","2022-07-17",-8.857,-1.714,3.857,-17.286,48,-24.429
"United States","USA","2022-07-18",-9,-1.857,4.571,-17.429,47,-24.429
"United States","USA","2022-07-19",-9,-1.857,5.286,-17.429,46.857,-24.429
"United States","USA","2022-07-20",-9,-1.857,5.286,-17.429,46.429,-24.429
"United States","USA","2022-07-21",-9,-1.857,5.286,-17.571,45.714,-24.429
"United States","USA","2022-07-22",-8.857,-1.429,5.286,-17.429,45.429,-24.286
"United States","USA","2022-07-23",-8.857,-1.429,5.429,-17.429,44.857,-24.286
"United States","USA","2022-07-24",-8.857,-1.571,5.429,-17.571,44.286,-24.286
"United States","USA","2022-07-25",-8.857,-1.571,5,-17.429,44.143,-24.286
"United States","USA","2022-07-26",-8.714,-1.286,4.429,-17.286,44,-24.143
"United States","USA","2022-07-27",-8.571,-1.143,4.429,-17.143,44,-24.143
"United States","USA","2022-07-28",-8.286,-1,4.429,-17,44,-24
"United States","USA","2022-07-29",-8,-0.429,4.286,-16.857,44,-24
"United States","USA","2022-07-30",-7.714,-0.286,4.143,-16.571,45.286,-23.857
"United States","USA","2022-07-31",-7.429,0,4,-16.143,46.286,-23.714
"United States","USA","2022-08-01",-6.857,0.571,3.857,-16,46.429,-23.571
"United States","USA","2022-08-02",-6.571,0.571,3.857,-16,46.857,-23.571
"United States","USA","2022-08-03",-6.286,0.857,3.857,-16.143,46.429,-23.571
"United States","USA","2022-08-04",-6.143,0.857,3.857,-16.286,46,-23.571
"United States","USA","2022-08-05",-6.143,0.286,3.857,-16.571,45.143,-23.571
"United States","USA","2022-08-06",-6.143,0.429,3.857,-16.714,43.857,-23.714
"United States","USA","2022-08-07",-6.143,0.571,3.857,-17,42.571,-23.714
"United States","USA","2022-08-08",-6.429,0.286,3.857,-17.143,42.143,-23.714
"United States","USA","2022-08-09",-6.714,0.143,3.714,-17.286,41,-23.714
"United States","USA","2022-08-10",-7,-0.143,3.714,-17.286,40.857,-23.571
"United States","USA","2022-08-11",-7.143,-0.143,3.714,-17.286,41.143,-23.429
"United States","USA","2022-08-12",-7.286,-0.286,3.571,-17.143,41.857,-23.286
"United States","USA","2022-08-13",-7.286,-0.286,3.571,-17.143,42.857,-23.143
"United States","USA","2022-08-14",-7.143,-0.286,3.714,-17,43.857,-23
"United States","USA","2022-08-15",-7,-0.286,3.857,-17,44.286,-22.857
"United States","USA","2022-08-16",-6.857,-0.143,4.143,-16.857,44.714,-22.714
"United States","USA","2022-08-17",-6.714,-0.143,4.429,-16.857,44.714,-22.571
"United States","USA","2022-08-18",-6.714,-0.286,4.714,-16.714,44.857,-22.429
"United States","USA","2022-08-19",-6.571,-0.286,5.143,-16.714,44.429,-22.286
"United States","USA","2022-08-20",-6.429,-0.429,5.429,-16.857,43.571,-22.286
"United States","USA","2022-08-21",-6.571,-0.571,5.571,-17,42.429,-22.286
"United States","USA","2022-08-22",-6.857,-0.857,5.714,-17.143,41.286,-22.143
"United States","USA","2022-08-23",-7.143,-1,5.714,-17.143,41,-22
"United States","USA","2022-08-24",-7.429,-1.143,5.714,-17.143,40.857,-21.857
"United States","USA","2022-08-25",-7.571,-1.286,5.714,-17.286,40,-21.714
"United States","USA","2022-08-26",-7.714,-1.429,5.571,-17.429,39,-21.429
"United States","USA","2022-08-27",-7.857,-1.429,5.571,-17.714,39.429,-21.286
"United States","USA","2022-08-28",-7.857,-1.429,5.429,-18,39.571,-21.286
"United States","USA","2022-08-29",-8.143,-1.429,5.143,-18,39.429,-21.143
"United States","USA","2022-08-30",-8.286,-1.571,4.857,-18.143,38.143,-20.857
"United States","USA","2022-08-31",-8.143,-1.429,4.429,-18,37.143,-20.714
"United States","USA","2022-09-01",-7.714,-0.714,3.857,-17.571,36.571,-20.714
"United States","USA","2022-09-02",-7.286,0.143,3.429,-17,37.286,-21
"United States","USA","2022-09-03",-7,0.571,3.143,-16.714,37,-21.857
"United States","USA","2022-09-04",-6.714,0.714,2.857,-17.143,39.714,-22.571
"United States","USA","2022-09-05",-6.714,0.429,4.286,-18.714,42.571,-29
"United States","USA","2022-09-06",-6.857,0.714,4.143,-18.571,41,-29.143
"United States","USA","2022-09-07",-7.286,0.714,4.143,-18.714,40.143,-28.857
"United States","USA","2022-09-08",-8,0.143,4.143,-19,39.714,-28.429
"United States","USA","2022-09-09",-8.571,-0.714,4.143,-19.429,38.143,-27.571
"United States","USA","2022-09-10",-8.857,-1.286,4.286,-19.714,37,-26.714
"United States","USA","2022-09-11",-9.714,-1.714,4.571,-19.714,30.857,-26
"United States","USA","2022-09-12",-9.714,-1.429,2.857,-17.857,27.286,-19
"United States","USA","2022-09-13",-9.571,-1.714,2.714,-17.714,29,-18.571
"United States","USA","2022-09-14",-9.429,-1.857,2.571,-17.429,29.857,-18.429
"United States","USA","2022-09-15",-9.143,-1.857,2.571,-17.143,30.286,-18.429
"United States","USA","2022-09-16",-9,-1.857,2.571,-17,30.857,-18.571
"United States","USA","2022-09-17",-8.857,-1.714,2.286,-16.714,32.429,-18.714
"United States","USA","2022-09-18",-8.429,-1.571,2.143,-16.143,35.286,-18.857
"United States","USA","2022-09-19",-8.429,-1.571,2.143,-16.143,35.429,-19
"United States","USA","2022-09-20",-8.571,-1.571,2.143,-16.143,35.143,-19
"United States","USA","2022-09-21",-8.571,-1.571,2.143,-16.286,34.429,-19
"United States","USA","2022-09-22",-8.857,-1.714,2.286,-16.571,32.857,-19
"United States","USA","2022-09-23",-8.857,-1.571,2.286,-16.571,32,-19
"United States","USA","2022-09-24",-8.857,-1.571,2.429,-16.714,31.429,-19
"United States","USA","2022-09-25",-9,-1.571,2.571,-16.857,30,-19.143
"United States","USA","2022-09-26",-8.857,-1.286,2.571,-17,30,-19.143
"United States","USA","2022-09-27",-8.857,-1.143,2.714,-17.143,29.429,-19.143
"United States","USA","2022-09-28",-9.286,-1.571,2.857,-17.571,28.286,-19.571
"United States","USA","2022-09-29",-9.429,-1.714,2.857,-17.857,28.286,-19.857
"United States","USA","2022-09-30",-9.571,-1.714,3,-18.143,27.571,-20.143
"United States","USA","2022-10-01",-9.571,-1.714,3,-18.571,24.714,-20.286
"United States","USA","2022-10-02",-9.571,-1.714,3,-19,23.857,-20.286
"United States","USA","2022-10-03",-9.286,-1.571,3,-19,23.286,-20.143
"United States","USA","2022-10-04",-9,-1.571,3,-19.143,22.857,-20
"United States","USA","2022-10-05",-8.429,-1,3,-19,23.286,-19.714
"United States","USA","2022-10-06",-8,-0.714,2.857,-18.429,24.286,-19.143
"United States","USA","2022-10-07",-7.857,-0.857,2.714,-18.143,25.143,-18.857
"United States","USA","2022-10-08",-7.857,-1,2.714,-17.571,27.429,-18.857
"United States","USA","2022-10-09",-7.857,-1.143,2.571,-17,29.429,-18.857
"United States","USA","2022-10-10",-8.143,-1.571,2.857,-17.286,31,-20
"United States","USA","2022-10-11",-8.571,-1.857,2.857,-17,31.857,-20
"United States","USA","2022-10-12",-9,-2.286,2.857,-16.857,31.571,-19.857
"United States","USA","2022-10-13",-9.286,-2.571,3,-17.143,29.429,-20
"United States","USA","2022-10-14",-9.286,-2.429,3,-17.143,28.857,-20
"United States","USA","2022-10-15",-9.286,-2.286,3,-17.143,28.286,-19.857
